timestamp,signal,label
0.112500,-0.54775995,normal
0.113125,-0.61096591,normal
0.113750,-0.61576235,normal
0.114375,-0.49100709,normal
0.115000,-0.41160542,normal
0.115625,-0.22474836,normal
0.116250,-0.11125266,normal
0.116875,0.01061145,normal
0.117500,0.17770664,normal
0.118125,0.45081678,normal
0.118750,0.57321072,normal
0.119375,0.57568383,normal
0.120000,0.60232925,normal
0.120625,0.66912293,normal
0.121250,0.52360982,normal
0.121875,0.46197009,normal
0.122500,0.43505874,normal
0.123125,0.29486954,normal
0.123750,0.20746806,normal
0.124375,0.09721027,normal
0.125000,0.01350298,normal
0.125625,-0.04744870,normal
0.126250,-0.20404954,normal
0.126875,-0.28489622,normal
0.127500,-0.49133256,normal
0.128125,-0.49970791,normal
0.128750,-0.60162085,normal
0.129375,-0.65941769,normal
0.130000,-0.65278280,normal
0.130625,-0.59622955,normal
0.131250,-0.46762797,normal
0.131875,-0.43783537,normal
0.132500,-0.23120776,normal
0.133125,-0.07895699,normal
0.133750,0.10547511,normal
0.134375,0.32628891,normal
0.135000,0.45028028,normal
0.135625,0.58875459,normal
0.136250,0.59314507,normal
0.136875,0.59190351,normal
0.137500,0.59104562,normal
0.138125,0.55680257,normal
0.138750,0.47694549,normal
0.139375,0.33385298,normal
0.140000,0.28020623,normal
0.140625,0.18217064,normal
0.141250,0.16983828,normal
0.141875,0.04051308,normal
0.142500,-0.17251711,normal
0.143125,-0.25371397,normal
0.143750,-0.40280175,normal
0.144375,-0.46393186,normal
0.145000,-0.51098686,normal
0.145625,-0.53740150,normal
0.146250,-0.64649773,normal
0.146875,-0.63706213,normal
0.147500,-0.64738625,normal
0.148125,-0.47519052,normal
0.148750,-0.37961224,normal
0.149375,-0.19756404,normal
0.150000,-0.03507443,normal
0.150625,0.17261596,normal
0.151250,0.26680651,normal
0.151875,0.41000208,normal
0.152500,0.64666462,normal
0.153125,0.55939937,normal
0.153750,0.57346296,normal
0.154375,0.65911216,normal
0.155000,0.63981378,normal
0.155625,0.39344090,normal
0.156250,0.32953411,normal
0.156875,0.25588083,normal
0.157500,0.20753528,normal
0.158125,-0.00491358,normal
0.158750,-0.07895043,normal
0.159375,-0.14194801,normal
0.160000,-0.40755004,bearing
0.160625,-0.63239151,bearing
0.161250,-0.49457842,bearing
0.161875,-0.38091666,bearing
0.162500,-0.43943724,bearing
0.163125,-0.72983122,bearing
0.163750,-0.82376420,bearing
0.164375,-0.62027550,bearing
0.165000,-0.22521049,bearing
0.165625,-0.05843912,bearing
0.166250,-0.16420683,bearing
0.166875,-0.14378507,bearing
0.167500,0.13656327,bearing
0.168125,0.52919865,bearing
0.168750,0.66909927,bearing
0.169375,0.58741426,bearing
0.170000,0.42021534,bearing
0.170625,0.57028443,bearing
0.171250,0.73399138,bearing
0.171875,0.70391160,bearing
0.172500,0.40875983,bearing
0.173125,0.10162970,bearing
0.173750,0.11412164,bearing
0.174375,0.17754351,bearing
0.175000,0.19925457,bearing
0.175625,-0.11216377,bearing
0.176250,-0.30335054,bearing
0.176875,-0.44252461,bearing
0.177500,-0.42724296,bearing
0.178125,-0.35293978,bearing
0.178750,-0.47142279,bearing
0.179375,-0.70889944,bearing
0.180000,-0.78128421,bearing
0.180625,-0.59318876,bearing
0.181250,-0.37079111,bearing
0.181875,-0.27461076,bearing
0.182500,-0.24227214,bearing
0.183125,-0.31064165,bearing
0.183750,0.07464971,bearing
0.184375,0.41453794,bearing
0.185000,0.55729991,bearing
0.185625,0.48164231,bearing
0.186250,0.38821185,bearing
0.186875,0.57427406,bearing
0.187500,0.76716870,bearing
0.188125,0.61067188,bearing
0.188750,0.49372420,bearing
0.189375,0.23358703,bearing
0.190000,0.19492096,bearing
0.190625,0.20539677,bearing
0.191250,0.18550622,bearing
0.191875,0.03306501,bearing
0.192500,-0.23316754,bearing
0.193125,-0.27003652,bearing
0.193750,-0.24662742,bearing
0.194375,-0.29084119,bearing
0.195000,-0.41305006,bearing
0.195625,-0.67189169,bearing
0.196250,-0.69715410,bearing
0.196875,-0.59684527,bearing
0.197500,-0.42716378,bearing
0.198125,-0.43115488,bearing
0.198750,-0.38494503,bearing
0.199375,-0.35054821,bearing
0.200000,0.03129401,bearing
0.200625,0.29759303,bearing
0.201250,0.47387293,bearing
0.201875,0.43048030,bearing
0.202500,0.49508262,bearing
0.203125,0.61234814,bearing
0.203750,0.67715210,bearing
0.204375,0.69723254,bearing
0.205000,0.43123826,bearing
0.205625,0.27067709,bearing
0.206250,0.34696931,bearing
0.206875,0.37996876,bearing
0.207500,0.24845818,bearing
0.208125,-0.02444676,bearing
0.208750,-0.22268562,bearing
0.209375,-0.31145394,bearing
0.210000,-0.20709030,bearing
0.210625,-0.20465559,bearing
0.211250,-0.41042337,bearing
0.211875,-0.67840576,bearing
0.212500,-0.81470239,bearing
0.213125,-0.53358930,bearing
0.213750,-0.41756281,bearing
0.214375,-0.46924141,bearing
0.215000,-0.51381665,bearing
0.215625,-0.52496338,bearing
0.216250,-0.09767494,bearing
0.216875,0.27567753,bearing
0.217500,0.25850511,bearing
0.218125,0.30819800,bearing
0.218750,0.33160594,bearing
0.219375,0.62481129,bearing
0.220000,0.79356194,bearing
0.220625,0.77450234,bearing
0.221250,0.49820742,bearing
0.221875,0.29299611,bearing
0.222500,0.38406989,bearing
0.223125,0.51733458,bearing
0.223750,0.34620234,bearing
0.224375,0.01800234,bearing
0.225000,-0.23986714,bearing
0.225625,-0.17038274,bearing
0.226250,0.01471900,bearing
0.226875,-0.14107698,bearing
0.227500,-0.45278946,bearing
0.228125,-0.68255121,bearing
0.228750,-0.72917491,bearing
0.229375,-0.48591429,bearing
0.230000,-0.36469731,bearing
0.230625,-0.53887153,bearing
0.231250,-0.74678612,bearing
0.231875,-0.51196831,bearing
0.232500,-0.07634924,bearing
0.233125,0.24308775,bearing
0.233750,0.20456786,bearing
0.234375,0.14994328,bearing
0.235000,0.19548437,bearing
0.235625,0.53125453,bearing
0.236250,0.94533610,bearing
0.236875,0.72069031,bearing
0.237500,0.40143517,bearing
0.238125,0.33712816,bearing
0.238750,0.42860690,bearing
0.239375,0.60876578,bearing
0.240000,0.38552120,bearing
0.240625,-0.02312863,bearing
0.241250,-0.20250234,bearing
0.241875,-0.04872203,bearing
0.242500,0.14014685,bearing
0.243125,-0.07738020,bearing
0.243750,-0.55245322,bearing
0.244375,-0.74148095,bearing
0.245000,-0.63657963,bearing
0.245625,-0.32748678,bearing
0.246250,-0.32832378,bearing
0.246875,-0.66518706,bearing
0.247500,-0.83443028,bearing
0.248125,-0.60976928,bearing
0.248750,-0.11602579,bearing
0.249375,0.08433799,bearing
0.250000,-0.00718446,bearing
0.250625,-0.10465387,bearing
0.251250,0.17004952,bearing
0.251875,0.60318810,bearing
0.252500,0.88568228,bearing
0.253125,0.66008317,bearing
0.253750,0.35170025,bearing
0.254375,0.37904295,bearing
0.255000,0.53798616,bearing
0.255625,0.69179618,bearing
0.256250,0.40076166,bearing
0.256875,-0.07247508,bearing
0.257500,-0.15622647,bearing
0.258125,0.09966690,bearing
0.258750,0.20869245,bearing
0.259375,-0.00072522,bearing
0.260000,-0.40600362,bearing
0.260625,-0.60572422,bearing
0.261250,-0.49546281,bearing
0.261875,-0.23060270,bearing
0.262500,-0.39343488,bearing
0.263125,-0.77249420,bearing
0.263750,-0.90494198,bearing
0.264375,-0.67061687,bearing
0.265000,-0.23921618,bearing
0.265625,-0.07115783,bearing
0.266250,-0.15025981,bearing
0.266875,-0.14058416,bearing
0.267500,0.05533374,bearing
0.268125,0.58083987,bearing
0.268750,0.70562142,bearing
0.269375,0.59163481,bearing
0.270000,0.36754608,bearing
0.270625,0.37978804,bearing
0.271250,0.73656327,bearing
0.271875,0.71760941,bearing
0.272500,0.42643309,bearing
0.273125,0.05594544,bearing
0.273750,-0.00089736,bearing
0.274375,0.20283411,bearing
0.275000,0.22619645,bearing
0.275625,-0.01075700,bearing
0.276250,-0.36625931,bearing
0.276875,-0.45369437,bearing
0.277500,-0.38840532,bearing
0.278125,-0.34275529,bearing
0.278750,-0.41277966,bearing
0.279375,-0.75521135,bearing
0.280000,-0.77181596,bearing
0.280625,-0.57561284,bearing
0.281250,-0.32211718,bearing
0.281875,-0.23520899,bearing
0.282500,-0.24372838,bearing
0.283125,-0.16896205,bearing
0.283750,0.07680604,bearing
0.284375,0.44884148,bearing
0.285000,0.62151468,bearing
0.285625,0.45197058,bearing
0.286250,0.43376696,bearing
0.286875,0.54472941,bearing
0.287500,0.73560715,bearing
0.288125,0.66942143,bearing
0.288750,0.39305317,bearing
0.289375,0.13421664,bearing
0.290000,0.13554934,bearing
0.290625,0.24444453,bearing
0.291250,0.21226923,bearing
0.291875,0.06138731,bearing
0.292500,-0.23217566,bearing
0.293125,-0.39295107,bearing
0.293750,-0.27261183,bearing
0.294375,-0.30769143,bearing
0.295000,-0.48949310,bearing
0.295625,-0.69249767,bearing
0.296250,-0.71526688,bearing
0.296875,-0.59668750,bearing
0.297500,-0.37970269,bearing
0.298125,-0.44612306,bearing
0.298750,-0.42676950,bearing
0.299375,-0.20131212,bearing
0.300000,0.00892319,bearing
0.300625,0.36074463,bearing
0.301250,0.42818922,bearing
0.301875,0.42648903,bearing
0.302500,0.42755428,bearing
0.303125,0.57816613,bearing
0.303750,0.69909436,bearing
0.304375,0.70666349,bearing
0.305000,0.44874594,bearing
0.305625,0.33502808,bearing
0.306250,0.33713537,bearing
0.306875,0.35399023,bearing
0.307500,0.24502380,bearing
0.308125,0.03709540,bearing
0.308750,-0.21123140,bearing
0.309375,-0.21009082,bearing
0.310000,-0.27063018,bearing
0.310625,-0.26015234,bearing
0.311250,-0.53880358,bearing
0.311875,-0.73182881,bearing
0.312500,-0.64352024,bearing
0.313125,-0.52534682,bearing
0.313750,-0.48725992,bearing
0.314375,-0.55661905,bearing
0.315000,-0.66404134,bearing
0.315625,-0.42921728,bearing
0.316250,0.01269288,bearing
0.316875,0.22537068,bearing
0.317500,0.27874893,bearing
0.318125,0.29931647,bearing
0.318750,0.29827368,bearing
0.319375,0.57715631,bearing
